x,y,theta
284.863495,0.000000,0.000000
302.220947,0.000000,0.000000
320.599426,0.000000,0.000000
338.977905,0.000000,0.000000
355.314331,0.000000,0.000000
372.671783,0.000000,0.000000
390.029236,0.000000,0.000000
408.407715,0.000000,0.000000
425.765167,0.000000,0.000000
443.122620,0.000000,0.000000
461.501099,0.000000,0.000000
478.858551,0.000000,0.000000
496.216003,0.000000,0.000000
513.573425,0.000000,0.000000
531.951355,0.000000,0.000000
549.308289,0.000000,0.000000
567.686218,0.000000,0.000000
585.043152,0.000000,0.000000
602.400085,0.000000,0.000000
619.757019,0.000000,0.000000
639.155945,0.000000,0.000000
656.512878,0.000000,0.000000
673.869812,0.000000,0.000000
691.226746,0.000000,0.000000
708.583679,0.000000,0.000000
720.835632,0.000000,0.000000
720.835632,0.000000,0.000000
720.835632,0.000000,0.000000
720.835632,0.000000,0.013798
720.835632,0.000000,0.041393
720.835632,0.000000,0.082785
720.835632,0.000000,0.137975
720.835632,0.000000,0.137975
730.948547,1.404287,0.137975
748.140503,3.791577,0.137975
765.332458,6.178862,0.137975
782.524414,8.566148,0.137975
800.727661,11.093862,0.137975
817.919617,13.481147,0.137975
835.111572,15.868432,0.137975
853.314819,18.396147,0.137975
867.472900,20.362146,0.137975
868.484192,20.502575,0.137975
886.687439,23.030289,0.137975
903.879395,25.417574,0.137975
921.071350,27.804859,0.137975
938.263306,30.192144,0.137975
956.466553,32.719868,0.137975
973.658508,35.107185,0.137975
990.850464,37.494503,0.137975
1008.042419,39.881821,0.137975
1025.234497,42.269138,0.137975
1042.427490,44.656456,0.137975
1047.484253,45.358608,0.137975
1047.484253,45.358608,0.165570
1047.484253,45.358608,0.193166
1047.484253,45.358608,0.206963
1056.477661,47.246883,0.206963
1056.477661,47.246883,0.206963
1064.471802,48.925350,0.206963
1080.460083,52.282284,0.206963
1098.446899,56.058834,0.206963
1115.434448,59.625576,0.206963
1131.422729,62.982510,0.206963
1143.413940,65.500206,0.206963
1156.404419,68.227715,0.206963
1173.391968,71.794456,0.206963
1191.378784,75.571007,0.206963
1199.372925,77.249474,0.206963
1216.360474,80.816216,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
1223.355347,82.284874,0.206963
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
12.252213,0.000000,0.000000
29.609507,0.000000,0.000000
47.987843,0.000000,0.000000
66.366180,0.000000,0.000000
83.723503,0.000000,0.000000
101.080826,0.000000,0.000000
118.438148,0.000000,0.000000
136.816422,0.000000,0.000000
154.173615,0.000000,0.000000
171.530807,0.000000,0.000000
189.909012,0.000000,0.000000
208.287216,0.000000,0.000000
225.644409,0.000000,0.000000
243.001602,0.000000,0.000000
261.379883,0.000000,0.000000
278.737335,0.000000,0.000000
296.094788,0.000000,0.000000
313.452240,0.000000,0.000000
331.830719,0.000000,0.000000
350.209198,0.000000,0.000000
367.566650,0.000000,0.000000
384.924103,0.000000,0.000000
403.302582,0.000000,0.000000
420.660034,0.000000,0.000000
438.017487,0.000000,0.000000
456.395966,0.000000,0.000000
474.774445,0.000000,0.000000
492.131897,0.000000,0.000000
509.489349,0.000000,0.000000
526.846375,0.000000,0.000000
545.224304,0.000000,0.000000
562.581238,0.000000,0.000000
574.833191,0.000000,0.000000
574.833191,0.000000,0.000000
574.833191,0.000000,0.000000
574.833191,0.000000,0.027595
574.833191,0.000000,0.055190
574.833191,0.000000,0.068988
574.833191,0.000000,0.096583
574.833191,0.000000,0.137975
574.833191,0.000000,0.179368
574.833191,0.000000,0.179368
574.833191,0.000000,0.179368
591.912048,3.096677,0.179368
608.990906,6.193355,0.179368
626.069763,9.290032,0.179368
644.153259,12.568868,0.179368
661.232117,15.665545,0.179368
678.310974,18.762222,0.179368
695.389832,21.858900,0.179368
712.468689,24.955578,0.179368
729.547546,28.052256,0.179368
729.547546,28.052256,0.179368
729.547546,28.052256,0.206963
729.547546,28.052256,0.234558
729.547546,28.052256,0.262153
729.547546,28.052256,0.262153
729.547546,28.052256,0.262153
745.325867,32.285988,0.262153
763.076477,37.048904,0.262153
779.840942,41.547215,0.262153
796.605408,46.045525,0.262153
814.356018,50.808441,0.262153
831.120483,55.306751,0.262153
846.898804,59.540455,0.262153
863.663269,64.038765,0.262153
882.400024,69.066360,0.262153
899.164490,73.564735,0.262153
915.928955,78.063110,0.262153
932.693420,82.561485,0.262153
950.444031,87.324471,0.262153
967.208496,91.822845,0.262153
983.972961,96.321220,0.262153
1000.737427,100.819595,0.262153
1018.488037,105.582581,0.262153
1034.265747,109.816345,0.262153
1052.015259,114.579330,0.262153
1068.778687,119.077705,0.262153
1086.528198,123.840691,0.262153
1103.291626,128.339050,0.262153
1120.055054,132.837296,0.262153
1136.818481,137.335541,0.262153
1154.567993,142.098389,0.262153
1170.345337,146.332031,0.262153
1189.080933,151.359482,0.262153
1205.844360,155.857727,0.262153
1223.593872,160.620575,0.262153
1240.357300,165.118820,0.262153
1256.134644,169.352463,0.262153
1272.898071,173.850708,0.262153
1289.661499,178.348953,0.262153
1306.424927,182.847198,0.262153
1324.174438,187.610046,0.262153
1340.937866,192.108292,0.262153
1357.701294,196.606537,0.262153
1374.464722,201.104782,0.262153
1391.228149,205.603027,0.262153
1408.977661,210.365875,0.262153
1425.741089,214.864120,0.262153
1441.518433,219.097763,0.262153
1459.267944,223.860611,0.262153
1476.031372,228.358856,0.262153
1492.794800,232.857101,0.262153
1510.544312,237.619949,0.262153
1527.307739,242.118195,0.262153
1544.071167,246.616440,0.262153
1560.834595,251.114685,0.262153
1578.584106,255.877533,0.262153
1594.361450,260.111420,0.262153
1613.097046,265.139160,0.262153
1628.874390,269.373047,0.262153
1646.623901,274.136169,0.262153
1663.387329,278.634674,0.262153
1680.150757,283.133179,0.262153
1697.900269,287.896301,0.262153
1714.663696,292.394806,0.262153
1732.413208,297.157928,0.262153
1749.176636,301.656433,0.262153
1764.953979,305.890320,0.262153
1783.689575,310.918060,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
1798.480835,314.887329,0.262153
